ID,Group,Feature_1,Feature_2,Feature_3
ID798,C,2320.5862362905523,406.39313484915743,-1940.8607878551852
ID270,B,2054.3303071684677,386.4662166021536,4137.405435131008
ID867,B,2591.219405176515,364.2506260211318,5167.328451961958
ID808,C,2412.1154773399617,397.4583638653983,-1993.3978310462933
ID667,C,2730.164193787986,377.5618765037266,-2360.2589240938123
ID139,B,2333.22028001096,403.1051698581744,4636.140636640873
ID363,A,1969.4664196241206,387.761799385849,3979.1649944357127
ID368,C,2563.2652408563345,392.025677481396,-2170.8745311749963
ID297,A,3032.639307149864,357.0184516179443,7328.900862073314
ID799,C,2771.1721362639882,389.9369359013278,-2382.6178627004183
ID521,A,2314.7062544745077,407.06952461685876,4879.673458971524
ID803,A,2447.1965663123683,383.36551109651447,5419.267474636566
ID563,B,2389.1438661651323,385.1860613475906,4779.8950218227665
ID583,C,2175.106439696582,394.4362542694006,-1783.1721215476177
ID105,C,2242.577256137284,401.0670220741099,-1832.387289265722
ID532,B,2427.3120103269844,393.45298808343233,4831.553987928216
ID450,C,2833.875533718625,423.645918834357,-2400.2223265351163
ID384,C,2677.7087532816117,401.39524007650954,-2269.2717681598533
ID516,C,2111.9185218460275,397.1187264215514,-1727.1434283347442
ID266,B,3108.3653316777054,393.7865101858781,6242.574624132193
ID395,A,2293.974658192695,418.69190214419285,4816.370713923617
ID536,C,2337.7548274646488,413.555435418433,-1878.942356215169
ID498,A,2130.2064411282977,398.4681782419368,4417.044260407827
ID191,C,2280.7852873731317,392.7392588825881,-1892.1074177224552
ID897,C,2419.74769197956,389.95715917252045,-2026.3929020048593
ID508,A,2395.199398891238,404.5001172269484,5146.129076865432
ID630,B,2028.2568584606493,394.98196860462093,4054.8796160555767
ID787,B,2810.687620580448,404.42866409248967,5599.610898448167
ID370,B,2783.780893261876,425.0316889083572,5549.026699431
ID753,C,2840.231463180412,400.24486337421973,-2457.9192529075394
ID106,B,2440.5715766423973,400.7700222378046,4871.385526510739
ID393,C,2803.8916235440793,375.3263100045822,-2423.4529962061247
ID216,C,1958.8220037335698,396.2475302087003,-1567.0280900391565
ID659,A,2939.697184505441,369.30671726710256,6985.269556934033
ID482,B,2554.316944594888,407.244623067289,5130.450822973872
ID301,C,2462.5553767818146,415.8456037553456,-2041.575390936256
ID404,B,1963.2126260519724,422.9967899058553,3942.9754989760017
ID593,C,2566.517212292411,418.84833023702134,-2131.0866063617127
ID801,C,2884.185392385799,399.9837591440755,-2482.8971311347937
ID548,C,1939.09274974382,393.8208645443772,-1552.495734507807
ID413,A,2269.557925725955,381.4024278450603,4907.818166283674
ID545,C,2730.9654781185754,403.16054226954094,-2330.774522091794
ID852,A,2476.7014649015537,411.1412683051724,5380.114664316814
ID804,A,2709.2046011518933,385.55569475729675,6211.635177425567
ID665,A,2047.2557024981859,390.38511530489683,4170.880153257933
ID560,B,2756.2789014157124,399.1599673367002,5518.530939502859
ID325,A,2435.090217280756,402.7227405899623,5273.759404921122
ID589,A,2888.566416983175,410.1493030393197,6626.213536541885
ID240,A,2990.1094420554173,387.128856302459,7026.588288152066
ID696,A,2938.6116642491133,391.5165071278809,6845.27305774925
ID228,B,2656.4258831904085,411.4390079662553,5316.599718455891
ID300,A,1965.1445994525675,374.01728893950275,4031.9053185831294
ID230,C,3053.3940130811193,411.49125756561716,-2635.165039103219
ID731,B,2853.1220867103316,412.0268527153667,5680.243853436814
ID578,A,2783.9785487850695,406.3818870876465,6298.1469607575555
ID724,B,2833.445306176026,436.06706583989694,5679.426111953643
ID454,C,2147.4807095235037,400.6560143147337,-1740.8063465616897
ID642,C,2285.189795914002,411.1917081927765,-1864.3164862526419
ID869,A,2269.9137850448456,390.02252995392234,4865.034548890533
ID231,B,2094.577681319382,393.8349757526972,4176.601917026057
ID670,C,2324.6218171398455,410.318640013736,-1892.1875450916605
ID624,B,2745.186677763319,374.5654046462255,5518.624883803016
ID537,A,2859.761407164104,416.02972050537034,6494.028916757851
ID249,A,2870.2412311226153,393.7587352549301,6652.253050007993
ID845,B,2810.627524919073,403.88503112202176,5622.498180756396
ID469,B,2695.3717921952784,421.10453646844724,5405.472577988882
ID468,A,2549.574616147559,427.92916007166053,5505.714602562565
ID244,C,2255.3629265131212,409.5217906222576,-1854.689424180641
ID585,C,2776.689005056291,393.13758651499853,-2396.9753954950393
ID304,B,2839.4331933242825,404.03553745890576,5677.6577871286245
ID704,C,1937.1262659143204,434.63167987312454,-1493.6937008831494
ID863,B,2621.7400204450514,384.64335503620157,5234.947168656473
ID410,B,2595.5211203607373,381.9065138118919,5183.080847917747
ID324,C,2989.2427732561446,383.9641419785242,-2578.364253838259
ID857,C,2819.913048677522,378.0455737617602,-2398.162764846328
ID381,C,2720.837706775632,400.09376063779445,-2318.385382591871
ID298,A,2655.507722760127,399.5516177824556,5985.998621967739
ID574,B,2494.6412414715805,416.8778472375541,4989.524814712146
ID265,B,2090.6872340868476,404.54802508318943,4190.343338776804
ID481,B,2786.8160829345334,405.88651123590785,5566.375055572937
ID618,A,2313.26273731446,384.3089251183601,5022.974248199616
ID595,A,2647.1733299204166,383.87763650657075,6015.301361570387
ID278,B,2616.9313884415574,377.82330885491365,5229.664434545389
ID666,A,2016.4828198576972,383.41952339164175,4151.173276181564
ID479,B,2487.195946363701,392.9859199964587,4983.729188528709
ID286,A,2251.3745081976695,409.4127179875908,4690.7455751511625
ID524,B,2025.7820940903403,381.90268244740236,4065.8653989354316
ID201,B,2796.6737768162693,411.32748704611487,5600.476906618341
ID334,C,2598.331463134076,405.13079445345045,-2217.925286548134
ID506,C,2666.524986138015,398.4045661276493,-2273.4165467496573
ID848,C,2962.250770913134,412.65789983484495,-2530.342507600668
ID751,B,2753.8103239533457,395.0525473252695,5477.15911672057
ID669,C,2582.180125084698,388.9988782601609,-2197.5615849724154
ID544,C,1972.6866697892772,370.3708015945725,-1608.5587413943142
ID626,B,2276.0012078706263,415.14649184020817,4540.223592769409
ID875,B,2114.611169795109,401.0905877925421,4223.321616633089
ID346,B,2058.5583883125078,421.0330378381948,4126.672417023823
ID287,B,2267.0765723749982,395.7938176572995,4513.2864076933965
ID187,A,2008.6569735639841,406.2523319334042,3967.6847029274345
ID722,A,2245.9434081659465,396.30479075588846,4760.52985610246
ID441,A,2822.3118872855266,395.8382917119386,6489.304772216189
ID587,B,2367.9779007376164,372.7829667309252,4746.130061400123
ID664,C,2486.2769481836667,400.05843002840106,-2081.4462945511364
ID307,C,2813.7249386918943,384.22871764980226,-2416.524785402338
ID269,A,2559.9959149900114,393.8100776669946,5683.862432586013
ID251,C,1966.9884275720601,408.33492065855603,-1543.1709314742648
ID546,A,2548.9724555026696,374.6261095415526,5778.345022648674
ID604,A,2899.983494888844,375.66141201076096,6781.559125182675
ID394,B,2427.3158340578107,405.3803629905347,4866.238011470159
ID694,B,1920.7653177415168,401.8031695364115,3829.6863772279376
ID126,C,2557.638436926809,417.61203916535936,-2117.503971378664
ID836,B,2488.5514272310647,398.0437043081341,5005.124287364781
ID400,B,3049.4925866288477,374.78833265888704,6099.8459416595915
ID433,A,2519.723538356842,418.9255296624253,5445.730131105049
ID383,A,2546.1619512514053,394.67804995844756,5644.910241499565
ID769,B,2551.140401131429,390.73660350306056,5120.594549897975
ID375,A,2722.784904316581,397.8060790986312,6173.7287913653745
ID336,A,2620.804278999259,391.34901704887335,5870.960912387668
ID838,B,2345.2589427954913,389.0600936441275,4707.182376153211
ID114,B,2932.1147305424197,413.47140180841325,5867.059785925024
ID755,B,2740.8863278765602,379.3884669666176,5506.420010455939
ID607,B,2158.018123391126,422.40805248663355,4301.766630077674
ID812,C,2903.415332280358,374.767391904952,-2521.4857137928093
ID160,C,2645.9806628984015,410.8234023272534,-2258.217953793017
ID861,C,2741.6751672952337,385.81005604929385,-2343.6157747899397
ID279,A,2070.7148896638573,419.30468173214393,4110.173152786934
ID173,B,2711.5865952024674,401.27152930869437,5419.324306357206
ID706,C,2676.0061927691077,408.80152302897534,-2243.8018097866475
ID242,A,2897.727085042828,387.4474895154148,6762.690992796995
ID341,A,2622.7895153482605,389.09212418852735,5926.258086391868
ID526,C,2750.790322970688,394.1517211024059,-2338.340299639794
ID540,B,2227.3548064446218,383.9727593730733,4469.974233267378
ID421,C,2400.097276936386,420.7818415109676,-1960.8057384438616
ID565,C,2233.9705263047117,415.76104732463256,-1852.7632914344792
ID725,C,2834.531742400732,385.56321190853856,-2458.255715000757
ID783,C,2680.91485959559,402.85718020480033,-2284.9064853662835
ID503,C,2412.4989811813048,402.4986814469061,-2004.9425471891561
ID854,C,2623.6138650507214,394.484219951839,-2221.090971637138
ID840,C,2222.323369716405,370.5647999033982,-1858.8676080439875
ID367,B,2787.860297272165,402.7398856479287,5594.910523777351
ID647,C,2272.0975061688623,398.7401792496854,-1903.7070819861713
ID789,A,2212.615259779709,400.8392690972879,4635.575855926636
ID711,C,2400.4451495765925,368.9839112550809,-2036.5790384372638
ID573,A,2486.5606803125697,395.677530039158,5473.236869305049
ID116,A,2726.776818610099,430.5022820970221,6016.905994552685
ID613,B,2484.7566493753966,408.92679012631436,4986.65432533919
ID598,A,2309.5197720142105,386.1500156558253,5007.443980142899
ID467,C,2413.1961502113586,389.27579745951095,-2022.3077707617929
ID866,B,2151.660263309123,387.0322439414378,4314.994101749887
ID542,A,2264.6584738763845,394.31346581273226,4816.480926387225
ID608,C,2218.6523018393796,411.86786607422323,-1790.4682256407145
ID513,A,2924.926126604743,394.1383666155738,6796.40330810437
ID397,B,2432.8997869778,416.7743388012433,4862.884243609866
ID811,B,2828.343127273092,411.08494226090943,5663.670623440893
ID614,B,2602.892401148815,419.13010196067694,5223.41827180266
ID673,C,2433.9273381940648,405.8396473967426,-2062.6371905573237
ID351,A,2409.525159708544,418.60758138257665,5164.378310491387
ID871,C,2315.459253305201,389.8400008265383,-1940.206847004802
ID418,A,2778.9723009373274,415.63905719713995,6257.222608652317
ID543,B,2434.3893978411634,410.1592536523944,4888.9199786441295
ID660,C,2261.858050151091,411.12792298664857,-1821.6415357512792
ID328,A,2589.9017885751405,377.29270692336576,5897.812617357029
ID103,B,2248.5212851240635,426.79917237865044,4481.578513497036
ID686,A,2563.329198281297,405.40849830228547,5630.557762570233
ID557,A,3163.2247107044363,390.3187644405172,7542.248645110668
ID889,A,2680.1954704510376,401.254511943666,6026.912192435175
ID322,C,2801.3451584142686,422.7934432801183,-2409.7983447580855
ID312,B,2159.671148718869,377.82884378562113,4354.603393871601
ID464,C,2304.066873557632,402.5092265809617,-1898.3203395805804
ID446,C,2541.269790817079,396.2024758067546,-2141.7288526253406
ID431,C,2032.10210574461,420.13074193735093,-1637.7980514789492
ID294,C,2892.6486118641255,399.46467452293973,-2477.055105488039
ID332,C,2466.689755074202,405.06832529164456,-2024.4524376373718
ID348,B,2605.447215671768,403.0930343964902,5202.419562711497
ID609,B,2494.573233390437,418.2752509305178,4989.08153736215
ID412,A,2230.2867782069598,394.2764858883015,4707.071880509092
ID611,C,2109.8485886589187,401.8579302057989,-1695.7352446548064
ID219,B,2795.4322342823884,380.6536989776792,5605.237564743023
ID171,C,1909.7051982178698,399.0918015176788,-1549.8800537817822
ID834,A,2460.226088317679,392.90580935275,5425.092130310406
ID688,C,2426.2724778476086,421.51484248602475,-2015.6908111155199
ID392,A,2235.0698229296054,410.78480386131133,4650.5270133408285
ID182,B,2340.6013085086233,407.18562967379904,4672.754011824648
ID597,C,3043.0529803355935,398.2732202663305,-2640.954084619781
ID465,C,1926.974425124893,396.50488036741905,-1549.2609460854983
ID713,B,2251.614732092206,389.95388119537125,4473.563636537674
ID377,A,2395.83794573171,398.75388076768013,5191.165050100349
ID256,B,2332.855417913087,391.34327908175516,4632.93672127833
ID856,B,2279.605495860898,393.5834824203435,4530.465888772594
ID514,A,2734.851534426793,374.3002976164689,6329.698966512638
ID653,A,1815.7039849366242,385.34626956431555,3518.716564812489
ID210,B,2124.9612415188903,401.97184861728215,4260.737937869802
ID350,A,2701.1413312636914,395.1116878186398,6149.266991891036
ID217,C,2857.011378747034,411.15772581272915,-2431.724654331802
ID146,C,2349.6566155277324,389.708847662567,-1972.2346581196828
ID234,A,2388.34925555059,392.2613499674942,5197.059497868132
ID462,C,2280.972735728309,416.5157347068019,-1862.9559615527257
ID444,C,2387.64904109783,404.9828126387111,-1968.3548328653264
ID440,B,2975.2882453110365,405.01142520242684,5934.063291562548
ID625,C,2756.977330702711,378.7432531540282,-2373.2260396163647
ID505,C,2220.35971045795,389.5619992219767,-1856.540090300367
ID115,C,2649.380716552541,400.23141037751645,-2222.2834553569523
ID658,C,2700.9774122901526,395.5674484649131,-2304.4679369195082
ID507,C,2340.244807675254,400.50629072403916,-1966.8605579125085
ID894,B,2623.7034205673326,388.2433028597738,5242.8068984803795
ID599,B,2887.3943995704944,401.7743696501208,5770.502924369865
ID874,C,2255.938075834998,406.1857363273148,-1875.2347641716342
ID635,B,2373.0417048686472,408.6349927972076,4735.395782202541
ID443,A,2369.852241800575,390.17278998833683,5161.452517222656
ID355,B,2024.2658713947417,414.8318587845308,4060.5492356027494
ID797,C,2292.1621614483056,419.4676227916641,-1862.1514264002544
ID572,C,2809.0193593645445,383.82272784290416,-2421.651481792189
ID745,B,2819.349970998873,413.639645481598,5649.505200181862
ID586,A,2987.358361434065,408.0218262767239,6914.110729391846
ID656,B,2347.899915648232,424.08530734970344,4712.314608515568
ID837,C,2201.849851462857,404.9720563763121,-1808.589199674878
ID767,B,2817.6808136038953,396.0672742065576,5629.282067329546
ID651,A,2974.3005688984877,408.42177945498423,6879.912095227883
ID582,C,2395.873815553699,401.9283568486392,-1985.4119915565561
ID770,A,2663.923118950512,418.3336452767086,5894.6802455257675
ID888,B,2445.5020360333056,395.7602079381759,4879.422901437523
ID215,C,2547.031751762248,427.38429055532384,-2117.0014351775494
ID723,A,2217.447247984604,401.852336215364,4635.316801131915
ID784,B,2310.4469619498077,424.97901594664796,4604.575016395326
ID610,B,2614.8647882623727,386.29506334754217,5226.836272766036
ID887,A,2356.3255398511033,383.8013710751499,5130.140539772913
ID232,B,2595.0720726753752,428.92350891658236,5211.746657826046
ID530,A,2290.4839479771326,412.19144154290336,4786.222505112029
ID493,C,2713.39855064307,396.3589403360634,-2310.5080318703226
ID271,C,2212.644681691152,395.4480087260934,-1805.5897245216247
ID291,A,2323.8738012068775,385.5825901192096,5042.597464966373
ID646,C,3022.441077849505,414.72415005904804,-2602.466656904474
ID792,B,2277.312503847211,384.89560314754146,4555.458405315038
ID623,C,2018.0509019482524,404.1807832315736,-1620.3641271838922
ID588,C,2519.089993305822,402.3140013940989,-2095.2762742358727
ID241,A,2367.273233958781,411.70703340368357,5046.918973121189
ID281,B,2193.3118241928073,418.8839489167265,4355.992182425684
ID414,A,2464.8689541401463,431.098350037861,5238.029120633733
ID376,A,2115.753665311697,401.1125814047344,4321.085197199056
ID519,B,2403.266030290479,419.53168777825954,4795.307316369852
ID343,A,2376.8827842102846,395.5653436669635,5166.519187121851
ID795,C,2749.974741354244,390.7902596581882,-2373.5657237296186
ID785,A,2619.7754108714075,405.0817541001115,5801.387608408466
ID452,C,2786.5849732488414,388.822167312128,-2410.4743997461546
ID822,A,2330.720360593971,396.44637829709563,5003.884555132985
ID172,C,2825.019846776522,399.59859389581237,-2425.384933978451
ID831,C,2852.4779499235246,383.2991490919858,-2457.1316911358367
ID166,C,2270.440097654547,391.6005050965917,-1885.1617957203273
ID484,B,2353.324223194125,418.63125612996123,4712.364285108628
ID681,B,2880.377847912514,412.22935357221183,5776.63588220156
ID170,B,2470.316801068675,397.90136702062847,4942.692868520859
ID213,C,2031.078704408165,412.7414131854304,-1615.2057126801399
ID638,C,2464.716880503551,410.3625412914482,-2029.7486029563202
ID773,B,2221.5869150717167,382.6216125310316,4434.453741191792
ID621,A,2918.3112201608938,400.25311627258037,6776.950179679287
ID303,A,2879.093297701974,382.60223367889495,6743.531156476086
ID276,A,2741.6083605992208,374.0045330435076,6390.58692630888
ID200,A,1862.6184930372651,408.13381434159555,3543.9745508950186
ID292,A,2906.484662227554,414.5627970027366,6646.709030410376
ID791,B,2721.806899961655,416.5193263393197,5448.241916827847
ID772,B,2305.2926309645886,409.8681422864679,4625.368397785807
ID275,B,2885.682293514208,399.97422374676387,5815.578108374033
ID631,C,2378.228470024062,398.84211376922417,-1989.0627594029154
ID732,A,2365.3136640055704,392.2159102974363,5120.952732348048
ID771,A,2328.803144120809,412.3266215129411,4909.506261240123
ID407,A,2426.9411062088566,382.52758079248366,5342.637379215926
ID435,A,2130.6591428273737,414.3008351768389,4332.85818556435
ID157,C,2630.7769840839305,413.1247345849257,-2230.687322389356
ID374,A,2686.842486494096,391.7348066010887,6101.736214637157
ID353,C,2700.6126081276666,432.34997358811194,-2255.5553562558284
ID730,A,2437.6903616704903,396.51862417664205,5325.322537603702
ID828,B,2760.6760736301417,415.662789286317,5504.706614074302
ID860,C,2194.7386839483534,382.284920305479,-1822.7342386972618
ID255,B,2812.323846185284,390.256342090313,5617.584939808709
ID779,C,2569.4441632195744,406.55536687837287,-2172.286310856606
ID720,C,2372.5317520278704,405.2852056360354,-1982.7682470327381
ID747,B,2437.629034544912,396.7648305526909,4893.433843483723
ID555,B,2522.53740814491,394.5425261271818,5054.565118290789
ID283,A,2750.8225662773357,398.5465947865567,6266.085304190195
ID622,C,2475.7535762176994,407.42371439672564,-2079.5528161966417
ID415,B,2272.9554013852685,375.13317804074535,4558.612772290121
ID864,B,2578.8415092253686,390.93689711315085,5158.523669156914
ID357,A,2420.5107365109893,420.71135904425523,5157.581780036111
ID196,A,2655.5618856452447,419.8619220619216,5873.892960928283
ID311,C,2397.991020088806,392.70188978837234,-2008.2425857003368
ID406,B,2529.872492249168,381.640342918965,5080.835815923985
ID330,C,2625.1399966096646,413.19957138949917,-2182.9859190490693
ID825,C,2752.3540888951466,369.9084565557279,-2388.0851350076446
ID636,B,2358.503916112791,391.9660808180405,4701.284894325958
ID323,A,2717.561089681324,398.12744598633697,6143.562891178481
ID101,A,2664.564240374343,388.24504608629724,6051.361470397451
ID810,B,2557.428656074418,410.2836831103551,5124.582925024001
ID453,B,2280.166617733601,421.4536147734221,4560.997542204503
ID143,C,1991.109806015827,395.016470298186,-1588.1814969938766
ID675,A,2339.0841536730827,409.60597477164066,4958.021496570888
ID110,B,2486.5575501750623,403.89354957510136,4959.2700823116065
ID793,A,2953.6300319000466,381.65383268446874,6946.702813275714
ID807,A,2628.710079038206,404.0040376450647,5875.720084268395
ID768,B,2855.557197574823,405.50885716507315,5716.857095870129
ID603,C,2706.127760316519,403.9332544055571,-2336.6641268193466
ID687,C,2745.526380427296,404.1364297837915,-2343.1169582597713
ID178,B,2585.851611401877,433.1050650766921,5169.28315096886
ID485,C,2199.9173217337184,416.61213697029984,-1778.2832331494872
ID138,A,2299.9811656253637,407.0582559165733,4860.676335574942
